,id,user_id,message_date
84,1001_146,1001,2018-12-07
85,1001_151,1001,2018-09-02
86,1001_153,1001,2018-12-20
87,1001_155,1001,2018-11-15
88,1001_156,1001,2018-11-13
89,1001_158,1001,2018-09-27
90,1001_160,1001,2018-10-17
91,1001_162,1001,2018-10-31
92,1001_166,1001,2018-09-02
93,1001_167,1001,2018-12-14
94,1001_168,1001,2018-12-20
95,1001_173,1001,2018-11-25
96,1001_174,1001,2018-10-16
97,1001_179,1001,2018-11-03
98,1001_180,1001,2018-08-29
99,1001_181,1001,2018-09-19
100,1001_182,1001,2018-09-19
101,1001_183,1001,2018-10-26
102,1001_186,1001,2018-08-30
103,1001_190,1001,2018-10-13
104,1001_192,1001,2018-08-15
105,1001_198,1001,2018-11-19
106,1001_200,1001,2018-12-10
107,1001_201,1001,2018-10-28
108,1001_203,1001,2018-11-10
109,1001_204,1001,2018-10-25
110,1001_207,1001,2018-11-14
111,1001_210,1001,2018-10-12
112,1001_212,1001,2018-08-15
113,1001_213,1001,2018-09-06
114,1001_214,1001,2018-10-20
115,1001_215,1001,2018-08-31
116,1001_217,1001,2018-10-14
117,1001_221,1001,2018-12-13
118,1001_222,1001,2018-12-25
119,1001_228,1001,2018-08-23
120,1001_230,1001,2018-11-15
121,1001_232,1001,2018-10-26
122,1001_233,1001,2018-09-19
123,1001_234,1001,2018-12-02
124,1001_235,1001,2018-10-29
125,1001_238,1001,2018-11-30
126,1001_240,1001,2018-09-23
127,1001_244,1001,2018-09-20
128,1001_247,1001,2018-08-15
129,1001_248,1001,2018-08-16
130,1001_252,1001,2018-08-21
131,1001_253,1001,2018-08-26
132,1001_256,1001,2018-12-19
133,1001_258,1001,2018-12-01
134,1001_261,1001,2018-12-28
135,1001_264,1001,2018-09-26
136,1001_265,1001,2018-09-22
137,1001_267,1001,2018-08-14
138,1001_269,1001,2018-12-16
139,1001_270,1001,2018-08-20
140,1001_272,1001,2018-08-31
141,1001_273,1001,2018-09-06
142,1001_274,1001,2018-09-01
143,1001_275,1001,2018-09-15
144,1001_279,1001,2018-12-25
145,1001_281,1001,2018-12-15
146,1001_284,1001,2018-10-11
147,1001_290,1001,2018-10-15
148,1001_291,1001,2018-10-19
149,1001_294,1001,2018-09-29
150,1001_295,1001,2018-11-13
151,1001_297,1001,2018-12-18
152,1001_298,1001,2018-11-15
153,1001_303,1001,2018-10-19
154,1001_305,1001,2018-08-30
155,1001_306,1001,2018-08-17
156,1001_307,1001,2018-10-12
157,1001_310,1001,2018-09-21
158,1001_312,1001,2018-11-11
159,1001_313,1001,2018-08-29
160,1001_314,1001,2018-09-24
161,1001_315,1001,2018-12-05
162,1001_322,1001,2018-11-03
163,1001_323,1001,2018-11-27
164,1001_324,1001,2018-11-13
165,1001_325,1001,2018-11-24
166,1001_328,1001,2018-09-01
167,1001_329,1001,2018-09-10
168,1001_331,1001,2018-10-12
169,1001_333,1001,2018-09-13
170,1001_334,1001,2018-12-27
171,1001_336,1001,2018-12-26
172,1001_337,1001,2018-10-29
173,1001_338,1001,2018-10-02
174,1001_340,1001,2018-10-14
175,1001_341,1001,2018-09-13
176,1001_342,1001,2018-09-04
177,1001_343,1001,2018-12-20
178,1001_344,1001,2018-11-05
179,1001_348,1001,2018-12-30
180,1001_350,1001,2018-10-29
181,1001_352,1001,2018-11-22
182,1001_353,1001,2018-09-03
183,1001_360,1001,2018-12-30
184,1001_361,1001,2018-10-27
185,1001_362,1001,2018-09-24
186,1001_363,1001,2018-10-14
187,1001_366,1001,2018-11-07
188,1001_367,1001,2018-10-26
189,1001_368,1001,2018-10-20
190,1001_369,1001,2018-11-10
191,1001_372,1001,2018-12-04
192,1001_375,1001,2018-09-04
193,1001_376,1001,2018-10-13
194,1001_379,1001,2018-11-08
195,1001_381,1001,2018-12-08
196,1001_383,1001,2018-10-18
197,1001_385,1001,2018-10-08
198,1001_388,1001,2018-08-26
199,1001_389,1001,2018-09-18
200,1001_390,1001,2018-12-03
201,1001_391,1001,2018-10-18
202,1001_393,1001,2018-08-16
203,1001_395,1001,2018-09-21
204,1001_396,1001,2018-09-13
205,1001_400,1001,2018-11-26
206,1001_401,1001,2018-10-09
207,1001_402,1001,2018-11-17
208,1001_403,1001,2018-12-30
209,1001_405,1001,2018-08-20
210,1001_407,1001,2018-10-11
211,1001_409,1001,2018-10-02
212,1001_410,1001,2018-11-10
213,1001_412,1001,2018-10-15
214,1001_415,1001,2018-12-15
215,1001_416,1001,2018-11-05
216,1001_421,1001,2018-10-19
217,1001_422,1001,2018-12-17
218,1002_3,1002,2018-10-28
219,1002_6,1002,2018-10-22
220,1002_11,1002,2018-11-17
221,1002_20,1002,2018-11-15
222,1002_21,1002,2018-11-29
223,1002_26,1002,2018-12-29
224,1002_34,1002,2018-10-26
225,1002_41,1002,2018-12-21
226,1002_42,1002,2018-10-22
227,1002_50,1002,2018-10-23
228,1002_54,1002,2018-10-26
229,1002_62,1002,2018-12-10
230,1002_71,1002,2018-12-18
231,1002_76,1002,2018-11-09
232,1002_81,1002,2018-12-31
233,1002_92,1002,2018-12-15
234,1002_96,1002,2018-11-02
235,1002_100,1002,2018-12-14
236,1002_107,1002,2018-11-05
237,1002_110,1002,2018-11-12
238,1002_112,1002,2018-11-03
239,1002_113,1002,2018-12-17
240,1002_119,1002,2018-11-09
241,1002_129,1002,2018-12-16
242,1002_131,1002,2018-11-14
243,1002_133,1002,2018-12-04
244,1002_140,1002,2018-11-19
245,1002_148,1002,2018-12-12
246,1002_149,1002,2018-12-26
247,1002_162,1002,2018-11-03
248,1002_167,1002,2018-12-07
249,1002_175,1002,2018-11-25
250,1002_176,1002,2018-12-12
251,1002_177,1002,2018-12-06
252,1002_179,1002,2018-12-13
253,1002_180,1002,2018-10-25
254,1002_181,1002,2018-12-21
255,1002_187,1002,2018-11-23
256,1002_191,1002,2018-12-24
257,1002_193,1002,2018-12-26
258,1002_199,1002,2018-10-30
259,1002_201,1002,2018-12-09
260,1002_205,1002,2018-11-08
261,1002_207,1002,2018-11-21
262,1002_214,1002,2018-12-21
263,1002_215,1002,2018-11-17
264,1002_221,1002,2018-12-24
265,1002_226,1002,2018-12-31
266,1002_236,1002,2018-11-05
267,1002_238,1002,2018-12-31
268,1002_247,1002,2018-11-04
269,1002_257,1002,2018-12-17
270,1002_260,1002,2018-12-28
271,1002_267,1002,2018-12-03
272,1002_268,1002,2018-11-27
273,1002_269,1002,2018-12-07
274,1002_270,1002,2018-12-22
275,1002_271,1002,2018-10-30
276,1002_278,1002,2018-11-24
277,1002_286,1002,2018-12-23
278,1002_288,1002,2018-11-14
279,1002_294,1002,2018-11-10
280,1002_295,1002,2018-12-13
281,1002_298,1002,2018-11-03
282,1002_299,1002,2018-10-28
283,1002_302,1002,2018-11-05
284,1002_306,1002,2018-11-17
285,1002_313,1002,2018-12-18
286,1002_320,1002,2018-10-26
287,1002_325,1002,2018-12-28
288,1002_344,1002,2018-12-05
289,1002_349,1002,2018-11-10
290,1002_354,1002,2018-12-23
291,1002_355,1002,2018-11-16
292,1002_360,1002,2018-10-24
293,1002_364,1002,2018-12-21
294,1002_368,1002,2018-12-17
295,1002_371,1002,2018-11-22
296,1002_376,1002,2018-11-08
297,1002_381,1002,2018-12-18
298,1002_387,1002,2018-11-24
299,1002_391,1002,2018-12-17
300,1002_393,1002,2018-10-23
301,1002_394,1002,2018-10-25
302,1002_398,1002,2018-11-18
303,1002_405,1002,2018-12-09
304,1002_414,1002,2018-10-31
305,1002_419,1002,2018-12-15
306,1003_0,1003,2018-12-24
307,1003_1,1003,2018-12-19
308,1003_2,1003,2018-12-18
309,1003_3,1003,2018-12-21
310,1003_4,1003,2018-12-28
311,1003_5,1003,2018-12-24
312,1003_6,1003,2018-12-31
313,1003_7,1003,2018-12-28
314,1003_8,1003,2018-12-27
315,1003_9,1003,2018-12-21
316,1003_10,1003,2018-12-28
317,1003_11,1003,2018-12-28
318,1003_12,1003,2018-12-23
319,1003_13,1003,2018-12-21
320,1003_14,1003,2018-12-29
321,1003_15,1003,2018-12-29
322,1003_16,1003,2018-12-17
323,1003_17,1003,2018-12-29
324,1003_18,1003,2018-12-19
325,1003_19,1003,2018-12-18
326,1003_20,1003,2018-12-17
327,1003_21,1003,2018-12-23
328,1003_22,1003,2018-12-27
329,1003_23,1003,2018-12-17
330,1003_24,1003,2018-12-31
331,1003_25,1003,2018-12-24
332,1003_26,1003,2018-12-23
333,1003_27,1003,2018-12-21
334,1003_28,1003,2018-12-28
335,1003_29,1003,2018-12-19
336,1003_30,1003,2018-12-19
337,1003_31,1003,2018-12-26
338,1003_32,1003,2018-12-18
339,1003_33,1003,2018-12-17
340,1003_34,1003,2018-12-22
341,1003_35,1003,2018-12-19
342,1003_36,1003,2018-12-28
343,1003_37,1003,2018-12-27
344,1003_38,1003,2018-12-24
345,1003_39,1003,2018-12-24
346,1003_40,1003,2018-12-19
347,1003_41,1003,2018-12-25
348,1003_42,1003,2018-12-23
349,1003_43,1003,2018-12-24
350,1003_44,1003,2018-12-25
351,1003_45,1003,2018-12-26
352,1003_46,1003,2018-12-28
353,1003_47,1003,2018-12-20
354,1003_48,1003,2018-12-18
355,1003_49,1003,2018-12-24
356,1004_0,1004,2018-09-25
357,1004_1,1004,2018-12-21
358,1004_2,1004,2018-09-11
359,1004_3,1004,2018-12-13
360,1004_5,1004,2018-08-06
361,1004_6,1004,2018-09-28
362,1004_8,1004,2018-12-10
363,1004_10,1004,2018-06-24
364,1004_11,1004,2018-09-02
365,1004_12,1004,2018-11-15
366,1004_13,1004,2018-11-15
367,1004_14,1004,2018-11-20
368,1004_15,1004,2018-11-26
369,1004_19,1004,2018-08-20
370,1004_22,1004,2018-10-29
371,1004_25,1004,2018-12-28
372,1004_26,1004,2018-09-20
373,1004_28,1004,2018-08-21
374,1004_30,1004,2018-07-20
375,1004_31,1004,2018-05-31
376,1004_32,1004,2018-06-21
377,1004_33,1004,2018-12-21
378,1004_34,1004,2018-12-16
379,1004_35,1004,2018-05-25
380,1004_36,1004,2018-11-22
381,1004_38,1004,2018-12-26
382,1004_39,1004,2018-11-07
383,1004_40,1004,2018-12-15
384,1004_41,1004,2018-06-06
385,1004_42,1004,2018-10-22
386,1004_43,1004,2018-08-11
387,1004_45,1004,2018-07-17
388,1004_46,1004,2018-10-07
389,1004_47,1004,2018-07-05
390,1004_48,1004,2018-09-23
391,1004_49,1004,2018-09-29
392,1004_52,1004,2018-12-07
393,1004_53,1004,2018-07-16
394,1004_55,1004,2018-08-20
395,1004_56,1004,2018-08-18
396,1004_58,1004,2018-12-21
397,1004_59,1004,2018-11-03
398,1004_60,1004,2018-07-29
399,1004_63,1004,2018-08-10
400,1004_64,1004,2018-10-16
401,1004_66,1004,2018-09-07
402,1004_67,1004,2018-06-15
403,1004_68,1004,2018-10-01
404,1004_69,1004,2018-10-16
405,1004_71,1004,2018-07-25
406,1004_72,1004,2018-10-14
407,1004_73,1004,2018-09-08
408,1004_74,1004,2018-12-14
409,1004_76,1004,2018-12-30
410,1004_77,1004,2018-11-27
411,1004_78,1004,2018-07-20
412,1004_79,1004,2018-12-18
413,1004_80,1004,2018-10-11
414,1004_81,1004,2018-11-01
415,1004_82,1004,2018-10-22
416,1004_83,1004,2018-10-18
417,1004_85,1004,2018-08-05
418,1004_86,1004,2018-12-13
419,1004_88,1004,2018-06-28
420,1004_89,1004,2018-08-31
421,1004_90,1004,2018-06-28
422,1004_92,1004,2018-11-06
423,1004_93,1004,2018-07-25
424,1004_94,1004,2018-12-24
425,1004_95,1004,2018-09-21
426,1004_96,1004,2018-08-20
427,1004_97,1004,2018-08-28
428,1004_98,1004,2018-11-04
429,1004_99,1004,2018-07-31
430,1004_100,1004,2018-09-02
431,1004_102,1004,2018-10-22
432,1004_103,1004,2018-10-25
433,1004_104,1004,2018-08-26
434,1004_105,1004,2018-11-28
435,1004_106,1004,2018-06-17
436,1004_107,1004,2018-06-02
437,1004_108,1004,2018-08-17
438,1004_109,1004,2018-11-18
439,1004_110,1004,2018-10-27
440,1004_111,1004,2018-08-08
441,1004_112,1004,2018-12-16
442,1004_114,1004,2018-08-18
443,1004_115,1004,2018-06-10
444,1004_116,1004,2018-05-24
445,1004_117,1004,2018-08-23
446,1004_119,1004,2018-08-11
447,1004_121,1004,2018-07-24
448,1004_122,1004,2018-07-29
449,1004_123,1004,2018-09-26
450,1004_124,1004,2018-12-09
451,1004_126,1004,2018-11-21
452,1004_127,1004,2018-10-18
453,1004_128,1004,2018-07-28
454,1004_130,1004,2018-11-25
455,1004_131,1004,2018-09-22
456,1004_132,1004,2018-11-27
457,1004_134,1004,2018-08-22
458,1004_135,1004,2018-08-10
459,1004_136,1004,2018-10-13
460,1004_137,1004,2018-12-24
461,1004_138,1004,2018-10-26
462,1004_139,1004,2018-06-14
463,1004_140,1004,2018-12-13
464,1004_141,1004,2018-06-14
465,1004_142,1004,2018-12-01
466,1004_143,1004,2018-11-30
467,1004_144,1004,2018-07-10
468,1004_145,1004,2018-06-04
469,1004_146,1004,2018-08-26
470,1004_148,1004,2018-07-12
471,1004_149,1004,2018-05-27
472,1004_150,1004,2018-11-26
473,1004_152,1004,2018-09-09
474,1004_153,1004,2018-11-22
475,1004_154,1004,2018-12-10
476,1004_156,1004,2018-10-05
477,1004_157,1004,2018-05-27
478,1004_158,1004,2018-12-14
479,1004_159,1004,2018-06-28
480,1004_160,1004,2018-06-09
481,1004_161,1004,2018-12-12
482,1004_165,1004,2018-08-28
483,1004_167,1004,2018-10-16
484,1004_168,1004,2018-11-26
485,1004_169,1004,2018-07-16
486,1004_170,1004,2018-11-10
487,1004_171,1004,2018-07-26
488,1004_172,1004,2018-07-07
489,1004_174,1004,2018-05-27
490,1004_175,1004,2018-10-04
491,1004_176,1004,2018-07-16
492,1004_177,1004,2018-07-19
493,1004_178,1004,2018-10-03
494,1004_179,1004,2018-07-14
495,1004_180,1004,2018-10-26
496,1004_181,1004,2018-08-19
497,1004_182,1004,2018-12-17
498,1004_183,1004,2018-07-31
499,1004_184,1004,2018-06-10
500,1004_185,1004,2018-12-22
501,1004_189,1004,2018-12-10
502,1004_190,1004,2018-09-06
503,1004_191,1004,2018-07-10
504,1004_193,1004,2018-12-30
505,1004_194,1004,2018-12-22
506,1004_195,1004,2018-06-06
507,1004_196,1004,2018-09-20
508,1004_197,1004,2018-09-25
509,1004_198,1004,2018-11-15
510,1004_200,1004,2018-12-21
511,1004_201,1004,2018-10-01
512,1004_203,1004,2018-07-07
513,1004_204,1004,2018-09-30
514,1004_205,1004,2018-10-10
515,1004_206,1004,2018-11-29
516,1004_208,1004,2018-09-02
517,1004_209,1004,2018-06-05
518,1004_210,1004,2018-12-24
519,1004_213,1004,2018-11-05
520,1004_214,1004,2018-12-02
521,1004_215,1004,2018-08-13
522,1004_216,1004,2018-09-10
523,1004_217,1004,2018-08-22
524,1004_218,1004,2018-05-28
525,1004_219,1004,2018-11-17
526,1004_220,1004,2018-07-06
527,1004_222,1004,2018-07-07
528,1004_223,1004,2018-09-16
529,1004_226,1004,2018-06-06
530,1004_227,1004,2018-10-23
531,1004_228,1004,2018-08-28
532,1004_229,1004,2018-07-30
533,1005_0,1005,2018-12-25
534,1005_1,1005,2018-12-30
535,1005_2,1005,2018-12-25
536,1005_3,1005,2018-12-28
537,1005_4,1005,2018-12-24
538,1005_5,1005,2018-12-30
539,1005_6,1005,2018-12-25
540,1005_7,1005,2018-12-25
541,1005_8,1005,2018-12-31
542,1005_9,1005,2018-12-27
543,1005_10,1005,2018-12-25
544,1006_2,1006,2018-12-25
545,1006_3,1006,2018-12-09
546,1006_7,1006,2018-12-02
547,1006_12,1006,2018-12-20
548,1006_14,1006,2018-12-29
549,1006_15,1006,2018-12-20
550,1006_28,1006,2018-12-04
551,1006_29,1006,2018-12-13
552,1006_30,1006,2018-12-23
553,1006_34,1006,2018-12-23
554,1006_49,1006,2018-12-04
555,1006_65,1006,2018-12-22
556,1006_78,1006,2018-12-17
557,1006_83,1006,2018-12-24
558,1006_84,1006,2018-12-16
559,1006_86,1006,2018-12-24
560,1006_91,1006,2018-12-05
561,1006_92,1006,2018-12-26
562,1006_104,1006,2018-12-11
563,1006_114,1006,2018-12-30
564,1006_115,1006,2018-12-18
565,1006_117,1006,2018-12-08
566,1006_121,1006,2018-12-22
567,1006_123,1006,2018-12-19
568,1006_124,1006,2018-12-03
569,1006_127,1006,2018-12-17
570,1006_132,1006,2018-12-11
571,1006_148,1006,2018-12-11
572,1006_150,1006,2018-12-04
573,1006_151,1006,2018-12-17
574,1006_153,1006,2018-12-08
575,1006_156,1006,2018-12-07
576,1006_157,1006,2018-12-03
577,1006_158,1006,2018-12-27
578,1006_164,1006,2018-12-14
579,1006_179,1006,2018-12-23
580,1006_184,1006,2018-12-17
581,1006_192,1006,2018-11-28
582,1006_195,1006,2018-11-29
583,1006_201,1006,2018-12-10
584,1006_206,1006,2018-12-16
585,1006_209,1006,2018-12-02
586,1006_210,1006,2018-12-10
587,1006_215,1006,2018-12-08
588,1006_219,1006,2018-12-07
589,1006_222,1006,2018-12-11
590,1006_223,1006,2018-11-30
591,1006_225,1006,2018-12-10
592,1006_230,1006,2018-12-30
593,1006_233,1006,2018-12-18
594,1006_240,1006,2018-12-29
595,1006_243,1006,2018-12-07
596,1006_244,1006,2018-12-10
597,1006_246,1006,2018-12-21
598,1006_261,1006,2018-12-25
599,1006_268,1006,2018-12-16
600,1006_269,1006,2018-12-10
601,1006_278,1006,2018-12-18
602,1006_279,1006,2018-12-30
603,1006_280,1006,2018-12-27
604,1006_283,1006,2018-12-28
605,1006_284,1006,2018-12-21
606,1006_285,1006,2018-12-23
607,1006_287,1006,2018-12-24
608,1006_289,1006,2018-12-08
609,1006_291,1006,2018-12-23
610,1006_292,1006,2018-12-10
611,1006_296,1006,2018-12-21
612,1006_299,1006,2018-12-22
613,1006_301,1006,2018-12-11
614,1006_314,1006,2018-12-29
615,1006_316,1006,2018-12-15
616,1006_318,1006,2018-12-25
617,1006_324,1006,2018-12-04
618,1006_330,1006,2018-12-08
619,1006_345,1006,2018-12-31
620,1006_350,1006,2018-12-18
621,1006_354,1006,2018-12-17
622,1006_356,1006,2018-12-22
623,1006_361,1006,2018-12-04
624,1006_363,1006,2018-11-30
625,1006_364,1006,2018-12-10
626,1006_368,1006,2018-12-10
627,1006_372,1006,2018-12-13
628,1006_374,1006,2018-12-09
629,1006_396,1006,2018-12-09
630,1006_406,1006,2018-12-02
631,1006_408,1006,2018-12-13
632,1006_413,1006,2018-12-07
633,1006_422,1006,2018-12-27
634,1006_434,1006,2018-12-01
635,1006_439,1006,2018-12-29
636,1006_442,1006,2018-12-08
637,1006_468,1006,2018-12-19
638,1006_473,1006,2018-12-08
639,1006_480,1006,2018-12-02
640,1006_485,1006,2018-12-10
641,1006_487,1006,2018-12-25
642,1006_489,1006,2018-12-26
643,1006_507,1006,2018-11-29
644,1006_511,1006,2018-12-15
645,1006_523,1006,2018-12-14
646,1006_524,1006,2018-12-27
647,1006_526,1006,2018-11-30
648,1006_540,1006,2018-11-30
649,1006_546,1006,2018-12-03
650,1006_549,1006,2018-12-08
651,1006_552,1006,2018-12-27
652,1006_559,1006,2018-11-28
653,1006_561,1006,2018-12-04
654,1006_578,1006,2018-12-28
655,1006_586,1006,2018-12-28
656,1006_596,1006,2018-12-10
657,1006_601,1006,2018-12-05
658,1006_607,1006,2018-12-23
659,1006_609,1006,2018-12-12
660,1006_610,1006,2018-12-04
661,1006_616,1006,2018-12-05
662,1006_624,1006,2018-11-28
663,1006_639,1006,2018-12-07
664,1006_646,1006,2018-12-11
665,1006_650,1006,2018-12-07
666,1006_652,1006,2018-11-29
667,1006_655,1006,2018-12-18
668,1006_657,1006,2018-12-30
669,1006_658,1006,2018-12-15
670,1006_660,1006,2018-12-14
671,1006_669,1006,2018-12-28
672,1006_672,1006,2018-12-30
673,1006_683,1006,2018-12-13
674,1006_688,1006,2018-12-31
675,1006_689,1006,2018-12-13
676,1006_691,1006,2018-12-04
677,1006_694,1006,2018-12-08
678,1006_715,1006,2018-11-30
679,1006_739,1006,2018-12-09
680,1006_743,1006,2018-12-01
681,1006_745,1006,2018-12-06
682,1006_749,1006,2018-11-28
683,1006_751,1006,2018-11-30
684,1006_752,1006,2018-12-30
685,1006_761,1006,2018-12-17
686,1006_763,1006,2018-12-01
687,1006_767,1006,2018-12-03
688,1006_770,1006,2018-12-23
689,1006_781,1006,2018-12-04
690,1006_793,1006,2018-12-01
691,1006_807,1006,2018-12-14
692,1006_808,1006,2018-12-02
693,1006_809,1006,2018-12-31
694,1006_821,1006,2018-12-11
695,1006_823,1006,2018-12-25
696,1006_828,1006,2018-11-28
697,1006_831,1006,2018-11-29
698,1007_0,1007,2018-12-22
699,1007_1,1007,2018-11-28
700,1007_2,1007,2018-10-03
701,1007_3,1007,2018-09-04
702,1007_4,1007,2018-10-28
703,1007_5,1007,2018-12-03
704,1007_6,1007,2018-10-26
705,1007_7,1007,2018-10-17
706,1007_8,1007,2018-11-11
707,1007_9,1007,2018-11-15
708,1007_10,1007,2018-08-21
709,1007_11,1007,2018-11-30
710,1007_12,1007,2018-12-01
711,1007_13,1007,2018-09-10
712,1007_14,1007,2018-12-09
713,1007_15,1007,2018-11-26
714,1007_16,1007,2018-11-02
715,1007_17,1007,2018-09-12
716,1007_18,1007,2018-12-22
717,1007_19,1007,2018-08-20
718,1007_20,1007,2018-09-18
719,1007_21,1007,2018-10-26
720,1007_22,1007,2018-09-17
721,1007_23,1007,2018-09-03
722,1007_24,1007,2018-10-26
723,1007_25,1007,2018-12-22
724,1007_26,1007,2018-08-25
725,1007_27,1007,2018-08-17
726,1007_28,1007,2018-11-17
727,1007_29,1007,2018-11-14
728,1007_30,1007,2018-12-06
729,1007_31,1007,2018-09-26
730,1007_32,1007,2018-11-13
731,1007_33,1007,2018-08-25
732,1007_34,1007,2018-10-14
733,1007_35,1007,2018-11-17
734,1007_36,1007,2018-09-08
735,1007_37,1007,2018-09-07
736,1007_38,1007,2018-11-11
737,1007_39,1007,2018-10-12
738,1007_40,1007,2018-09-15
739,1007_41,1007,2018-10-01
740,1007_42,1007,2018-08-23
741,1007_43,1007,2018-09-28
742,1007_44,1007,2018-09-11
743,1007_45,1007,2018-12-18
744,1007_46,1007,2018-12-12
745,1007_47,1007,2018-11-04
746,1007_48,1007,2018-11-26
747,1007_49,1007,2018-12-18
748,1007_50,1007,2018-12-05
749,1007_51,1007,2018-09-18
750,1007_52,1007,2018-10-25
751,1007_53,1007,2018-08-27
752,1007_54,1007,2018-10-13
753,1007_55,1007,2018-12-16
754,1007_56,1007,2018-10-11
755,1007_57,1007,2018-09-09
756,1007_58,1007,2018-10-25
757,1007_59,1007,2018-09-02
758,1007_60,1007,2018-11-29
759,1007_61,1007,2018-08-10
760,1007_62,1007,2018-10-24
761,1007_63,1007,2018-11-19
762,1007_64,1007,2018-10-27
763,1007_65,1007,2018-11-24
764,1007_66,1007,2018-09-21
765,1007_67,1007,2018-12-01
766,1007_68,1007,2018-09-14
767,1007_69,1007,2018-09-02
768,1007_70,1007,2018-08-31
769,1007_71,1007,2018-08-21
770,1007_72,1007,2018-10-03
771,1007_73,1007,2018-10-02
772,1007_74,1007,2018-08-27
773,1007_75,1007,2018-09-04
774,1007_76,1007,2018-10-18
775,1007_77,1007,2018-08-21
776,1007_78,1007,2018-08-29
777,1007_79,1007,2018-12-31
778,1007_80,1007,2018-11-15
779,1007_81,1007,2018-08-12
780,1007_82,1007,2018-10-01
781,1007_83,1007,2018-09-25
782,1007_84,1007,2018-09-19
783,1007_85,1007,2018-09-08
784,1007_86,1007,2018-10-09
785,1007_87,1007,2018-08-11
786,1007_88,1007,2018-10-17
787,1007_89,1007,2018-11-21
788,1007_90,1007,2018-11-29
789,1007_91,1007,2018-09-05
790,1007_92,1007,2018-10-24
791,1007_93,1007,2018-12-20
792,1007_94,1007,2018-08-21
793,1007_95,1007,2018-08-23
794,1007_96,1007,2018-08-09
795,1007_97,1007,2018-10-14
796,1007_98,1007,2018-08-16
797,1007_99,1007,2018-09-24
798,1007_100,1007,2018-12-22
799,1007_101,1007,2018-08-16
800,1007_102,1007,2018-12-06
801,1007_103,1007,2018-10-24
802,1007_104,1007,2018-12-26
803,1007_105,1007,2018-09-17
804,1007_106,1007,2018-10-06
805,1007_107,1007,2018-09-06
806,1007_108,1007,2018-08-08
807,1007_109,1007,2018-12-27
808,1007_110,1007,2018-10-30
809,1007_111,1007,2018-08-30
810,1007_112,1007,2018-12-07
811,1007_113,1007,2018-11-14
812,1007_114,1007,2018-11-12
813,1007_115,1007,2018-09-25
814,1007_116,1007,2018-09-19
815,1007_117,1007,2018-08-24
816,1007_118,1007,2018-09-02
817,1007_119,1007,2018-08-19
818,1007_120,1007,2018-11-24
819,1007_121,1007,2018-11-12
820,1007_122,1007,2018-11-16
821,1007_123,1007,2018-12-26
